view_history,rt,trial_type,trial_index,trial_number,time_elapsed,internal_node_id,subject,category,typicality_condition,image_name,full_image_name,nameability,responses,typicality_rating
,2165,survey-likert,10,10,82791,0.0-10.0,p781182,dog,typical,rottweiler,rottweiler_600x600.jpg,0.647058823529412,"{""Q0"":4}",5
,2108,survey-likert,11,11,84903,0.0-11.0,p781182,dog,atypical,pug,pug_600x600.jpg,0.441176470588235,"{""Q0"":4}",5
,2273,survey-likert,12,12,87182,0.0-12.0,p781182,dog,typical,beagle,beagle_600x600.jpg,0.818181818181818,"{""Q0"":4}",5
,3194,survey-likert,13,13,90378,0.0-13.0,p781182,dog,atypical,sheepdog,sheepdog_600x600.jpg,0.75,"{""Q0"":1}",2
,4803,survey-likert,14,14,95183,0.0-14.0,p781182,dog,atypical,greyhound,greyhound_600x600.jpg,0.666666666666667,"{""Q0"":2}",3
,3446,survey-likert,15,15,98631,0.0-15.0,p781182,dog,atypical,yorkshireterrier,yorkshireterrier_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,8232,survey-likert,16,16,106867,0.0-16.0,p781182,dog,atypical,bassethound,bassethound_600x600.jpg,0.575757575757576,"{""Q0"":1}",2
"[{""page_index"":0,""viewing_time"":6403}]",6403,instructions,17,NA,113272,0.0-17.0,p781182,NA,NA,,NA,NA,,NA
,7201,survey-likert,18,17,120478,0.0-18.0,p781182,cat,atypical,exotic,exotic_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,4346,survey-likert,19,18,124828,0.0-19.0,p781182,cat,atypical,cornishrex,cornishrex_600x600.jpg,0.848484848484849,"{""Q0"":0}",1
,4610,survey-likert,20,19,129440,0.0-20.0,p781182,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":4}",5
,3403,survey-likert,21,20,132849,0.0-21.0,p781182,cat,typical,tabby,tabby_600x600.jpg,1,"{""Q0"":4}",5
,5325,survey-likert,22,21,138176,0.0-22.0,p781182,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,4449,survey-likert,23,22,142627,0.0-23.0,p781182,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":1}",2
,6068,survey-likert,24,23,148699,0.0-24.0,p781182,cat,typical,shorthair_calico,shorthair_calico_600x600.jpg,0.758620689655172,"{""Q0"":4}",5
,4888,survey-likert,25,24,153589,0.0-25.0,p781182,cat,atypical,siberian,siberian_600x600.jpg,0.878787878787879,"{""Q0"":4}",5
,2637,survey-likert,26,25,156228,0.0-26.0,p781182,cat,typical,burmese,burmese_600x600.jpg,0.931034482758621,"{""Q0"":4}",5
,3070,survey-likert,27,26,159300,0.0-27.0,p781182,cat,typical,britishshorthair,britishshorthair_600x600.jpg,0.9,"{""Q0"":4}",5
,3118,survey-likert,28,27,162422,0.0-28.0,p781182,cat,atypical,americancurl,americancurl_600x600.jpg,0.9375,"{""Q0"":4}",5
,6320,survey-likert,29,28,168750,0.0-29.0,p781182,cat,atypical,sandcat,sandcat_600x600.jpg,0.823529411764706,"{""Q0"":0}",1
,3687,survey-likert,30,29,172440,0.0-30.0,p781182,cat,typical,bengal,bengal_600x600.jpg,0.833333333333333,"{""Q0"":0}",1
,3970,survey-likert,31,30,176416,0.0-31.0,p781182,cat,typical,toyger,toyger_600x600.jpg,0.933333333333333,"{""Q0"":2}",3
,2814,survey-likert,32,31,179235,0.0-32.0,p781182,cat,typical,arabianmau,arabianmau_600x600.jpg,0.9,"{""Q0"":3}",4
,3079,survey-likert,33,32,182318,0.0-33.0,p781182,cat,atypical,sphynx,sphynx_600x600.jpg,0.588235294117647,"{""Q0"":0}",1
,2758,survey-likert,34,33,185080,0.0-34.0,p781182,cat,typical,chartreux,chartreux_600x600.jpg,0.793103448275862,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":50695}]",50696,instructions,0,NA,50724,0.0-0.0,p793389,NA,NA,,NA,NA,,NA
,6690,survey-likert,1,1,57417,0.0-1.0,p793389,cat,typical,toyger,toyger_600x600.jpg,0.933333333333333,"{""Q0"":4}",5
,2870,survey-likert,2,2,60289,0.0-2.0,p793389,cat,atypical,exotic,exotic_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,7523,survey-likert,3,3,67815,0.0-3.0,p793389,cat,typical,tabby,tabby_600x600.jpg,1,"{""Q0"":4}",5
,3635,survey-likert,4,4,71457,0.0-4.0,p793389,cat,typical,britishshorthair,britishshorthair_600x600.jpg,0.9,"{""Q0"":2}",3
,2995,survey-likert,5,5,74456,0.0-5.0,p793389,cat,atypical,sandcat,sandcat_600x600.jpg,0.823529411764706,"{""Q0"":2}",3
,2863,survey-likert,6,6,77322,0.0-6.0,p793389,cat,atypical,siberian,siberian_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,5814,survey-likert,7,7,83138,0.0-7.0,p793389,cat,typical,arabianmau,arabianmau_600x600.jpg,0.9,"{""Q0"":2}",3
,4502,survey-likert,8,8,87643,0.0-8.0,p793389,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":1}",2
,4764,survey-likert,9,9,92413,0.0-9.0,p793389,cat,typical,chartreux,chartreux_600x600.jpg,0.793103448275862,"{""Q0"":2}",3
,2970,survey-likert,10,10,95389,0.0-10.0,p793389,cat,typical,shorthair_calico,shorthair_calico_600x600.jpg,0.758620689655172,"{""Q0"":2}",3
,3526,survey-likert,11,11,98917,0.0-11.0,p793389,cat,typical,burmese,burmese_600x600.jpg,0.931034482758621,"{""Q0"":2}",3
,3237,survey-likert,12,12,102157,0.0-12.0,p793389,cat,atypical,americancurl,americancurl_600x600.jpg,0.9375,"{""Q0"":2}",3
,2507,survey-likert,13,13,104667,0.0-13.0,p793389,cat,atypical,cornishrex,cornishrex_600x600.jpg,0.848484848484849,"{""Q0"":2}",3
,5659,survey-likert,14,14,110329,0.0-14.0,p793389,cat,atypical,sphynx,sphynx_600x600.jpg,0.588235294117647,"{""Q0"":0}",1
,3767,survey-likert,15,15,114097,0.0-15.0,p793389,cat,typical,bengal,bengal_600x600.jpg,0.833333333333333,"{""Q0"":2}",3
,2554,survey-likert,16,16,116654,0.0-16.0,p793389,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,4355,survey-likert,17,17,121015,0.0-17.0,p793389,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":4486}]",4487,instructions,18,NA,125503,0.0-18.0,p793389,NA,NA,,NA,NA,,NA
,4339,survey-likert,19,18,129847,0.0-19.0,p793389,dog,typical,husky,husky_600x600.jpg,0.454545454545455,"{""Q0"":3}",4
,3332,survey-likert,20,19,133183,0.0-20.0,p793389,dog,typical,labrador,labrador_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,2933,survey-likert,21,20,136119,0.0-21.0,p793389,dog,atypical,chihuahua,chihuahua_600x600.jpg,0.823529411764706,"{""Q0"":1}",2
,5226,survey-likert,22,21,141348,0.0-22.0,p793389,dog,typical,dalmatian,dalmatian_600x600.jpg,0.606060606060606,"{""Q0"":2}",3
,3460,survey-likert,23,22,144814,0.0-23.0,p793389,dog,atypical,afghanhound,afghanhound_600x600.jpg,0.787878787878788,"{""Q0"":0}",1
,3093,survey-likert,24,23,147910,0.0-24.0,p793389,dog,typical,foxhound,foxhound_600x600.jpg,0.848484848484849,"{""Q0"":1}",2
,3410,survey-likert,25,24,151322,0.0-25.0,p793389,dog,typical,goldenretriever,goldenretriever_600x600.jpg,0.909090909090909,"{""Q0"":3}",4
,3007,survey-likert,26,25,154330,0.0-26.0,p793389,dog,atypical,yorkshireterrier,yorkshireterrier_600x600.jpg,0.878787878787879,"{""Q0"":0}",1
,3470,survey-likert,27,26,157804,0.0-27.0,p793389,dog,atypical,sheepdog,sheepdog_600x600.jpg,0.75,"{""Q0"":0}",1
,3250,survey-likert,28,27,161057,0.0-28.0,p793389,dog,atypical,pug,pug_600x600.jpg,0.441176470588235,"{""Q0"":1}",2
,4729,survey-likert,29,28,165788,0.0-29.0,p793389,dog,atypical,greyhound,greyhound_600x600.jpg,0.666666666666667,"{""Q0"":0}",1
,3730,survey-likert,30,29,169523,0.0-30.0,p793389,dog,typical,germanshepherd,germanshepherd_600x600.jpg,0.727272727272727,"{""Q0"":4}",5
,3082,survey-likert,31,30,172607,0.0-31.0,p793389,dog,atypical,saintbernard,saintbernard_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,4509,survey-likert,32,31,177120,0.0-32.0,p793389,dog,typical,rottweiler,rottweiler_600x600.jpg,0.647058823529412,"{""Q0"":1}",2
,4493,survey-likert,33,32,181615,0.0-33.0,p793389,dog,typical,beagle,beagle_600x600.jpg,0.818181818181818,"{""Q0"":3}",4
,3072,survey-likert,34,33,184689,0.0-34.0,p793389,dog,atypical,bassethound,bassethound_600x600.jpg,0.575757575757576,"{""Q0"":0}",1
"[{""page_index"":0,""viewing_time"":9648}]",9648,instructions,0,NA,9657,0.0-0.0,p811093,NA,NA,,NA,NA,,NA
,6585,survey-likert,1,1,16243,0.0-1.0,p811093,bird,typical,goldfinch,goldfinch_600x600.jpg,0.62962962962963,"{""Q0"":3}",4
,2781,survey-likert,2,2,19025,0.0-2.0,p811093,bird,atypical,toucan,toucan_600x600.jpg,0.703703703703704,"{""Q0"":1}",2
,3948,survey-likert,3,3,22975,0.0-3.0,p811093,bird,atypical,heron,heron_600x600.jpg,0.259259259259259,"{""Q0"":1}",2
,2691,survey-likert,4,4,25666,0.0-4.0,p811093,bird,typical,cardinal,cardinal_600x600.jpg,0.407407407407407,"{""Q0"":4}",5
,2225,survey-likert,5,5,27892,0.0-5.0,p811093,bird,atypical,kingfisher,kingfisher_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
,2004,survey-likert,6,6,29897,0.0-6.0,p811093,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":4}",5
,1713,survey-likert,7,7,31612,0.0-7.0,p811093,bird,typical,pigeon,pigeon_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2265,survey-likert,8,8,33878,0.0-8.0,p811093,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":1}",2
,2489,survey-likert,9,9,36367,0.0-9.0,p811093,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":4}",5
,2191,survey-likert,10,10,38559,0.0-10.0,p811093,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":2}",3
,1957,survey-likert,11,11,40518,0.0-11.0,p811093,bird,atypical,pelican,pelican_600x600.jpg,0.444444444444444,"{""Q0"":1}",2
,2031,survey-likert,12,12,42549,0.0-12.0,p811093,bird,typical,bluejay,bluejay_600x600.jpg,0.307692307692308,"{""Q0"":3}",4
,3061,survey-likert,13,13,45611,0.0-13.0,p811093,bird,typical,parrot,parrot_600x600.jpg,0.481481481481481,"{""Q0"":0}",1
,2542,survey-likert,14,14,48155,0.0-14.0,p811093,bird,atypical,turkey,turkey_600x600.jpg,0.769230769230769,"{""Q0"":1}",2
,2121,survey-likert,15,15,50276,0.0-15.0,p811093,bird,atypical,owl,owl_600x600.jpg,0.88,"{""Q0"":0}",1
,2955,survey-likert,16,16,53233,0.0-16.0,p811093,bird,atypical,kookaburra,kookaburra_600x600.jpg,0.814814814814815,"{""Q0"":2}",3
,2447,survey-likert,17,17,55681,0.0-17.0,p811093,bird,atypical,puffin,puffin_600x600.jpg,0.296296296296296,"{""Q0"":1}",2
,3965,survey-likert,18,18,59646,0.0-18.0,p811093,bird,typical,seagull,seagull_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,1839,survey-likert,19,19,61487,0.0-19.0,p811093,bird,typical,cedarwaxwing,cedarwaxwing_600x600.jpg,0.72,"{""Q0"":4}",5
,1780,survey-likert,20,20,63268,0.0-20.0,p811093,bird,typical,falcon,falcon_600x600.jpg,0.346153846153846,"{""Q0"":3}",4
"[{""page_index"":0,""viewing_time"":2133}]",2133,instructions,21,NA,65401,0.0-21.0,p811093,NA,NA,,NA,NA,,NA
,2325,survey-likert,22,21,67727,0.0-22.0,p811093,dog,typical,labrador,labrador_600x600.jpg,0.878787878787879,"{""Q0"":4}",5
,1714,survey-likert,23,22,69442,0.0-23.0,p811093,dog,typical,dalmatian,dalmatian_600x600.jpg,0.606060606060606,"{""Q0"":3}",4
,3105,survey-likert,24,23,72549,0.0-24.0,p811093,dog,atypical,chihuahua,chihuahua_600x600.jpg,0.823529411764706,"{""Q0"":3}",4
,1884,survey-likert,25,24,74434,0.0-25.0,p811093,dog,atypical,bassethound,bassethound_600x600.jpg,0.575757575757576,"{""Q0"":2}",3
,2743,survey-likert,26,25,77177,0.0-26.0,p811093,dog,typical,rottweiler,rottweiler_600x600.jpg,0.647058823529412,"{""Q0"":3}",4
,4574,survey-likert,27,26,81752,0.0-27.0,p811093,dog,atypical,yorkshireterrier,yorkshireterrier_600x600.jpg,0.878787878787879,"{""Q0"":4}",5
,3452,survey-likert,28,27,85205,0.0-28.0,p811093,dog,atypical,greyhound,greyhound_600x600.jpg,0.666666666666667,"{""Q0"":3}",4
,3196,survey-likert,29,28,88403,0.0-29.0,p811093,dog,atypical,saintbernard,saintbernard_600x600.jpg,0.909090909090909,"{""Q0"":3}",4
,2838,survey-likert,30,29,91242,0.0-30.0,p811093,dog,typical,husky,husky_600x600.jpg,0.454545454545455,"{""Q0"":3}",4
,1875,survey-likert,31,30,93118,0.0-31.0,p811093,dog,typical,germanshepherd,germanshepherd_600x600.jpg,0.727272727272727,"{""Q0"":4}",5
,2548,survey-likert,32,31,95666,0.0-32.0,p811093,dog,typical,beagle,beagle_600x600.jpg,0.818181818181818,"{""Q0"":4}",5
,2443,survey-likert,33,32,98110,0.0-33.0,p811093,dog,typical,goldenretriever,goldenretriever_600x600.jpg,0.909090909090909,"{""Q0"":4}",5
,1950,survey-likert,34,33,100061,0.0-34.0,p811093,dog,atypical,sheepdog,sheepdog_600x600.jpg,0.75,"{""Q0"":1}",2
,2715,survey-likert,35,34,102777,0.0-35.0,p811093,dog,atypical,pug,pug_600x600.jpg,0.441176470588235,"{""Q0"":3}",4
,2764,survey-likert,36,35,105542,0.0-36.0,p811093,dog,atypical,afghanhound,afghanhound_600x600.jpg,0.787878787878788,"{""Q0"":1}",2
,3343,survey-likert,37,36,108886,0.0-37.0,p811093,dog,typical,foxhound,foxhound_600x600.jpg,0.848484848484849,"{""Q0"":3}",4
"[{""page_index"":0,""viewing_time"":19724}]",19725,instructions,0,NA,19743,0.0-0.0,p812975,NA,NA,,NA,NA,,NA
,11224,survey-likert,1,1,30968,0.0-1.0,p812975,dog,typical,germanshepherd,germanshepherd_600x600.jpg,0.727272727272727,"{""Q0"":3}",4
,2909,survey-likert,2,2,33882,0.0-2.0,p812975,dog,atypical,pug,pug_600x600.jpg,0.441176470588235,"{""Q0"":2}",3
,2569,survey-likert,3,3,36452,0.0-3.0,p812975,dog,atypical,sheepdog,sheepdog_600x600.jpg,0.75,"{""Q0"":0}",1
,4788,survey-likert,4,4,41242,0.0-4.0,p812975,dog,typical,beagle,beagle_600x600.jpg,0.818181818181818,"{""Q0"":4}",5
,2568,survey-likert,5,5,43811,0.0-5.0,p812975,dog,atypical,bassethound,bassethound_600x600.jpg,0.575757575757576,"{""Q0"":2}",3
,2352,survey-likert,6,6,46164,0.0-6.0,p812975,dog,atypical,greyhound,greyhound_600x600.jpg,0.666666666666667,"{""Q0"":1}",2
,3351,survey-likert,7,7,49516,0.0-7.0,p812975,dog,typical,goldenretriever,goldenretriever_600x600.jpg,0.909090909090909,"{""Q0"":4}",5
,3692,survey-likert,8,8,53210,0.0-8.0,p812975,dog,atypical,chihuahua,chihuahua_600x600.jpg,0.823529411764706,"{""Q0"":3}",4
,2638,survey-likert,9,9,55850,0.0-9.0,p812975,dog,atypical,afghanhound,afghanhound_600x600.jpg,0.787878787878788,"{""Q0"":1}",2
,2320,survey-likert,10,10,58172,0.0-10.0,p812975,dog,typical,foxhound,foxhound_600x600.jpg,0.848484848484849,"{""Q0"":4}",5
,1942,survey-likert,11,11,60115,0.0-11.0,p812975,dog,typical,husky,husky_600x600.jpg,0.454545454545455,"{""Q0"":4}",5
,2062,survey-likert,12,12,62178,0.0-12.0,p812975,dog,typical,dalmatian,dalmatian_600x600.jpg,0.606060606060606,"{""Q0"":4}",5
,2460,survey-likert,13,13,64639,0.0-13.0,p812975,dog,atypical,saintbernard,saintbernard_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,2725,survey-likert,14,14,67365,0.0-14.0,p812975,dog,typical,labrador,labrador_600x600.jpg,0.878787878787879,"{""Q0"":4}",5
,2220,survey-likert,15,15,69586,0.0-15.0,p812975,dog,atypical,yorkshireterrier,yorkshireterrier_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,3373,survey-likert,16,16,72960,0.0-16.0,p812975,dog,typical,rottweiler,rottweiler_600x600.jpg,0.647058823529412,"{""Q0"":3}",4
"[{""page_index"":0,""viewing_time"":5154}]",5154,instructions,17,NA,78115,0.0-17.0,p812975,NA,NA,,NA,NA,,NA
,4233,survey-likert,18,17,82349,0.0-18.0,p812975,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":4}",5
,2952,survey-likert,19,18,85303,0.0-19.0,p812975,bird,atypical,pelican,pelican_600x600.jpg,0.444444444444444,"{""Q0"":0}",1
,2106,survey-likert,20,19,87411,0.0-20.0,p812975,bird,atypical,heron,heron_600x600.jpg,0.259259259259259,"{""Q0"":2}",3
,2593,survey-likert,21,20,90005,0.0-21.0,p812975,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":1}",2
,2046,survey-likert,22,21,92052,0.0-22.0,p812975,bird,typical,pigeon,pigeon_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,1794,survey-likert,23,22,93848,0.0-23.0,p812975,bird,typical,parrot,parrot_600x600.jpg,0.481481481481481,"{""Q0"":3}",4
,2586,survey-likert,24,23,96435,0.0-24.0,p812975,bird,typical,cardinal,cardinal_600x600.jpg,0.407407407407407,"{""Q0"":4}",5
,2100,survey-likert,25,24,98537,0.0-25.0,p812975,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":4}",5
,2966,survey-likert,26,25,101504,0.0-26.0,p812975,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":0}",1
,2295,survey-likert,27,26,103801,0.0-27.0,p812975,bird,atypical,toucan,toucan_600x600.jpg,0.703703703703704,"{""Q0"":1}",2
,2813,survey-likert,28,27,106615,0.0-28.0,p812975,bird,typical,seagull,seagull_600x600.jpg,0.62962962962963,"{""Q0"":3}",4
,3036,survey-likert,29,28,109653,0.0-29.0,p812975,bird,atypical,turkey,turkey_600x600.jpg,0.769230769230769,"{""Q0"":0}",1
,2936,survey-likert,30,29,112590,0.0-30.0,p812975,bird,atypical,puffin,puffin_600x600.jpg,0.296296296296296,"{""Q0"":0}",1
,2686,survey-likert,31,30,115278,0.0-31.0,p812975,bird,typical,bluejay,bluejay_600x600.jpg,0.307692307692308,"{""Q0"":4}",5
,2021,survey-likert,32,31,117301,0.0-32.0,p812975,bird,atypical,kingfisher,kingfisher_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
,1936,survey-likert,33,32,119238,0.0-33.0,p812975,bird,typical,goldfinch,goldfinch_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,1984,survey-likert,34,33,121223,0.0-34.0,p812975,bird,atypical,kookaburra,kookaburra_600x600.jpg,0.814814814814815,"{""Q0"":2}",3
,1952,survey-likert,35,34,123177,0.0-35.0,p812975,bird,atypical,owl,owl_600x600.jpg,0.88,"{""Q0"":2}",3
,3442,survey-likert,36,35,126621,0.0-36.0,p812975,bird,typical,falcon,falcon_600x600.jpg,0.346153846153846,"{""Q0"":3}",4
,2038,survey-likert,37,36,128661,0.0-37.0,p812975,bird,typical,cedarwaxwing,cedarwaxwing_600x600.jpg,0.72,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":14252}]",14253,instructions,0,NA,14265,0.0-0.0,p823330,NA,NA,,NA,NA,,NA
,5226,survey-likert,1,1,19494,0.0-1.0,p823330,cat,typical,shorthair_calico,shorthair_calico_600x600.jpg,0.758620689655172,"{""Q0"":4}",5
,4201,survey-likert,2,2,23702,0.0-2.0,p823330,cat,typical,britishshorthair,britishshorthair_600x600.jpg,0.9,"{""Q0"":4}",5
,2028,survey-likert,3,3,25738,0.0-3.0,p823330,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":3}",4
,3013,survey-likert,4,4,28758,0.0-4.0,p823330,cat,typical,burmese,burmese_600x600.jpg,0.931034482758621,"{""Q0"":4}",5
,2364,survey-likert,5,5,31130,0.0-5.0,p823330,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":4}",5
,2369,survey-likert,6,6,33505,0.0-6.0,p823330,cat,atypical,americancurl,americancurl_600x600.jpg,0.9375,"{""Q0"":4}",5
,2109,survey-likert,7,7,35622,0.0-7.0,p823330,cat,typical,toyger,toyger_600x600.jpg,0.933333333333333,"{""Q0"":3}",4
,1773,survey-likert,8,8,37402,0.0-8.0,p823330,cat,typical,tabby,tabby_600x600.jpg,1,"{""Q0"":4}",5
,2024,survey-likert,9,9,39433,0.0-9.0,p823330,cat,typical,bengal,bengal_600x600.jpg,0.833333333333333,"{""Q0"":3}",4
,2567,survey-likert,10,10,42005,0.0-10.0,p823330,cat,atypical,siberian,siberian_600x600.jpg,0.878787878787879,"{""Q0"":4}",5
,3532,survey-likert,11,11,45544,0.0-11.0,p823330,cat,atypical,cornishrex,cornishrex_600x600.jpg,0.848484848484849,"{""Q0"":2}",3
,1935,survey-likert,12,12,47485,0.0-12.0,p823330,cat,typical,arabianmau,arabianmau_600x600.jpg,0.9,"{""Q0"":4}",5
,2397,survey-likert,13,13,49889,0.0-13.0,p823330,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":1}",2
,2189,survey-likert,14,14,52085,0.0-14.0,p823330,cat,typical,chartreux,chartreux_600x600.jpg,0.793103448275862,"{""Q0"":4}",5
,8204,survey-likert,15,15,60296,0.0-15.0,p823330,cat,atypical,exotic,exotic_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,3511,survey-likert,16,16,63813,0.0-16.0,p823330,cat,atypical,sphynx,sphynx_600x600.jpg,0.588235294117647,"{""Q0"":0}",1
,2661,survey-likert,17,17,66481,0.0-17.0,p823330,cat,atypical,sandcat,sandcat_600x600.jpg,0.823529411764706,"{""Q0"":3}",4
"[{""page_index"":0,""viewing_time"":3094}]",3094,instructions,18,NA,69580,0.0-18.0,p823330,NA,NA,,NA,NA,,NA
,4720,survey-likert,19,18,74301,0.0-19.0,p823330,bird,atypical,toucan,toucan_600x600.jpg,0.703703703703704,"{""Q0"":1}",2
,1884,survey-likert,20,19,76193,0.0-20.0,p823330,bird,typical,falcon,falcon_600x600.jpg,0.346153846153846,"{""Q0"":2}",3
,2515,survey-likert,21,20,78713,0.0-21.0,p823330,bird,typical,cedarwaxwing,cedarwaxwing_600x600.jpg,0.72,"{""Q0"":3}",4
,2188,survey-likert,22,21,80909,0.0-22.0,p823330,bird,atypical,puffin,puffin_600x600.jpg,0.296296296296296,"{""Q0"":1}",2
,2604,survey-likert,23,22,83520,0.0-23.0,p823330,bird,typical,parrot,parrot_600x600.jpg,0.481481481481481,"{""Q0"":2}",3
,2454,survey-likert,24,23,85981,0.0-24.0,p823330,bird,atypical,kookaburra,kookaburra_600x600.jpg,0.814814814814815,"{""Q0"":1}",2
,2196,survey-likert,25,24,88185,0.0-25.0,p823330,bird,typical,seagull,seagull_600x600.jpg,0.62962962962963,"{""Q0"":3}",4
,1625,survey-likert,26,25,89817,0.0-26.0,p823330,bird,atypical,pelican,pelican_600x600.jpg,0.444444444444444,"{""Q0"":1}",2
,2406,survey-likert,27,26,92230,0.0-27.0,p823330,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":1}",2
,3198,survey-likert,28,27,95435,0.0-28.0,p823330,bird,typical,bluejay,bluejay_600x600.jpg,0.307692307692308,"{""Q0"":3}",4
,2383,survey-likert,29,28,97824,0.0-29.0,p823330,bird,atypical,turkey,turkey_600x600.jpg,0.769230769230769,"{""Q0"":2}",3
,2664,survey-likert,30,29,100494,0.0-30.0,p823330,bird,typical,pigeon,pigeon_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2257,survey-likert,31,30,102758,0.0-31.0,p823330,bird,atypical,kingfisher,kingfisher_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
,1853,survey-likert,32,31,104617,0.0-32.0,p823330,bird,typical,cardinal,cardinal_600x600.jpg,0.407407407407407,"{""Q0"":4}",5
,2009,survey-likert,33,32,106633,0.0-33.0,p823330,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":3}",4
,1841,survey-likert,34,33,108481,0.0-34.0,p823330,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":2}",3
,2292,survey-likert,35,34,110780,0.0-35.0,p823330,bird,atypical,owl,owl_600x600.jpg,0.88,"{""Q0"":2}",3
,2004,survey-likert,36,35,112790,0.0-36.0,p823330,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":4}",5
,1697,survey-likert,37,36,114493,0.0-37.0,p823330,bird,typical,goldfinch,goldfinch_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2283,survey-likert,38,37,116782,0.0-38.0,p823330,bird,atypical,heron,heron_600x600.jpg,0.259259259259259,"{""Q0"":2}",3
"[{""page_index"":0,""viewing_time"":11846}]",11847,instructions,0,NA,11857,0.0-0.0,p82729,NA,NA,,NA,NA,,NA
,4324,survey-likert,1,1,16184,0.0-1.0,p82729,bird,typical,seagull,seagull_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2495,survey-likert,2,2,18692,0.0-2.0,p82729,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":1}",2
,2443,survey-likert,3,3,21148,0.0-3.0,p82729,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":2}",3
,2092,survey-likert,4,4,23256,0.0-4.0,p82729,bird,atypical,heron,heron_600x600.jpg,0.259259259259259,"{""Q0"":1}",2
,1871,survey-likert,5,5,25140,0.0-5.0,p82729,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
,4033,survey-likert,6,6,29186,0.0-6.0,p82729,bird,atypical,turkey,turkey_600x600.jpg,0.769230769230769,"{""Q0"":0}",1
,2991,survey-likert,7,7,32192,0.0-7.0,p82729,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":0}",1
,2357,survey-likert,8,8,34563,0.0-8.0,p82729,bird,typical,goldfinch,goldfinch_600x600.jpg,0.62962962962963,"{""Q0"":2}",3
,2146,survey-likert,9,9,36723,0.0-9.0,p82729,bird,atypical,kingfisher,kingfisher_600x600.jpg,0.703703703703704,"{""Q0"":2}",3
,3367,survey-likert,10,10,40104,0.0-10.0,p82729,bird,atypical,owl,owl_600x600.jpg,0.88,"{""Q0"":4}",5
,2959,survey-likert,11,11,43077,0.0-11.0,p82729,bird,atypical,kookaburra,kookaburra_600x600.jpg,0.814814814814815,"{""Q0"":0}",1
,6734,survey-likert,12,12,49824,0.0-12.0,p82729,bird,atypical,puffin,puffin_600x600.jpg,0.296296296296296,"{""Q0"":0}",1
,1819,survey-likert,13,13,51657,0.0-13.0,p82729,bird,typical,bluejay,bluejay_600x600.jpg,0.307692307692308,"{""Q0"":0}",1
